BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_LT_12,AVE_MO_EN_PA_LT_12,AVE_PA_PAY_PA_LT_12,AVE_IP_PAY_PA_LT_12,AVE_SNF_PAY_PA_LT_12,AVE_OTH_PAY_PA_LT_12,AVE_IP_ADM_PA_LT_12,AVE_SNF_DAYS_PA_LT_12,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_LT_12,AVE_MO_EN_PB_LT_12,AVE_PB_PAY_PB_LT_12,AVE_CA_PAY_PB_LT_12,AVE_OP_PAY_PB_LT_12,AVE_OTH_PAY_PB_LT_12,AVE_CA_VST_PB_LT_12,AVE_OP_VST_PB_LT_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_LT_12,AVE_MO_EN_PC_LT_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_LT_12,AVE_MO_EN_PD_LT_12,AVE_PDE_CST_PD_LT_12,AVE_PDE_PD_LT_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,200,7.74,5063,3627,,,0.435,,1315,2352,1657,223,472,0.227,0.595,213,7.46,2206,1169,421,616,2.549,1.568,1250,2949,1383,809,757,5.512,3.343,73,6.959,131,135,5.97,1660,20.215,715,4562,51.22
1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,301,8.007,8770,5502,1526,1742,0.458,4.711,2858,4922,3643,902,377,0.34,2.721,317,7.924,3325,1501,1044,780,2.287,3.432,2825,4304,2012,1319,973,4.84,5.696,122,5.975,150,256,6.063,2905,32.816,3042,7956,80.165
1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,93,7609,5843,,,0.57,,30,7.6,4238,2933,959,346,4.2,3.8,90,3803,2366,860,577,6.378,3.222,,,,,,,,33,2678,42.061
1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,47,8.298,29501,21933,,,1.298,,278,12707,8171,3847,689,0.716,10.482,49,8.204,7339,4293,1829,1217,2.327,3.673,272,8385,3237,3562,1586,4.706,7.368,,,,43,6.558,2267,36.698,284,7827,88.496
1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,168,1951,,,,,,,,,,,,,,165,4648,2227,905,1516,9.642,3.576,,,,,,,,76,5149,53.5
1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,30,8.833,,,,,,,354,4473,3212,,,0.353,,32,8.625,3286,1974,,,2.875,,352,6678,3033,1603,2042,8.205,6.605,,,,,,,,374,6854,81.289
1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,,,,,,,,,44,15127,8166,,,0.909,,,,,,,,,,44,8509,3868,1603,3038,5.182,6.068,,,,,,,,42,7188,89.095
1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,31,,,,,,,,,,,,,,,31,4614,2758,957,899,9.613,3.677,,,,,,,,,,
1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,,,,,,,,,113,6767,,,,,,,,,,,,,,113,6320,3273,1879,1168,9.805,7.832,,,,,,,,116,10090,100.388
1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,99,7.576,6847,4116,,,0.404,,577,2924,2529,,,0.298,,108,7.509,3048,1630,689,729,3.407,1.972,556,4524,2174,1070,1280,8.099,3.957,,,52,54,6.463,2258,24.704,289,4343,54.519
1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,121,8.033,10578,7346,1466,1766,0.496,4.033,679,7367,5593,1095,679,0.576,3.099,126,8.103,3763,2131,909,723,3.373,3.714,670,6725,3344,1757,1624,6.846,6.724,55,6.164,35,94,6.043,2817,39.34,743,8308,87.596
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,73,12667,9107,,,0.89,,,,,,,,,,72,7255,4293,1580,1382,8.208,5.083,,,,,,,,31,3299,54
1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,,,,,,,,,139,16794,10661,5620,513,0.885,14.532,,,,,,,,,137,7768,3955,2301,1512,5.774,7.321,,,,,,,,142,6843,93.479
1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,120,4217,3268,,,0.4,,,,,,,,,,119,7161,3671,2024,1466,12.908,5.05,,,,,,,,54,6390,66.389
1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,,,,,,,,,169,5024,3095,1323,606,0.349,3.669,,,,,,,,,166,8074,3361,1567,3146,8.964,5.187,,,,,,,,176,7590,81.739
1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,,,,,,,,,34,10598,,,,,,,,,,,,,,34,6053,4113,1274,666,10.794,5.647,,,,,,,,33,12076,89.97
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,353,7.918,6850,4915,999,936,0.652,2.711,2351,6021,4704,691,626,0.594,1.82,402,7.734,3496,1644,966,886,3.647,3.147,2258,4802,2333,1524,945,5.982,4.88,87,6.368,61,268,6.369,2205,19.437,1148,6399,46.716
1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,612,8.484,11733,7451,2807,1475,0.838,7.431,6463,8860,6558,1710,592,0.804,4.934,674,8.377,4661,2514,1620,527,2.534,4.889,6376,5949,2888,2199,862,5.433,7.812,207,5.498,110,612,6.807,4037,32.567,6510,8363,67.905
1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,169,19851,15546,3430,875,1.26,8.16,,,,,,,,,165,8047,4505,1833,1709,7.873,6.4,,,,,,,,75,6924,55.573
1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,61,8.967,25866,16926,,,1.59,,544,19495,13314,5664,517,1.101,15.156,71,8.718,7189,3981,2466,742,2.169,6.296,534,8844,4307,3228,1309,4.667,9.082,,,,71,7.606,3119,36.521,533,7084,82.064
1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,30,8.8,20998,,,,,,347,6370,5128,587,655,0.674,1.409,33,8.909,6992,4184,,,4.97,,342,7670,4121,2068,1481,10.523,5.751,,,,,,,,175,5038,51.829
1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,60,9.317,15852,11700,,,0.967,,833,9991,7516,2045,430,0.968,5.899,63,9.143,8107,3814,2231,2062,3.952,5.81,828,8602,4253,2803,1546,7.638,8.401,,,,55,7.655,3299,37,842,8226,77.103
1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,,,,,,,,,88,22685,15745,,,1.375,,,,,,,,,,86,10122,4860,3655,1607,7.709,11.36,,,,,,,,84,7589,85.476
1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,65,9574,,,,,,,,,,,,,,63,7960,3827,2074,2059,10.032,6.683,,,,,,,,,,
1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,,,,,,,,,341,10861,6799,3391,671,0.751,9.504,,,,,,,,,339,6898,3568,2308,1022,7.499,8.708,,,,,,,,340,10386,86.75
1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,,,,,,,,,33,18915,,,,,,,,,,,,,,33,8423,4622,2835,966,4.121,8.273,,,,,,,,34,7811,94.029
1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,,,,,,,,,96,12032,6948,,,0.844,,,,,,,,,,96,9487,5197,2981,1309,8.146,7.823,,,,,,,,95,10532,96.989
1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,42,8.31,12492,,,,,,483,8181,6909,870,402,0.876,2.186,52,8,4886,2892,,,3.981,,465,7252,3826,2172,1254,8.308,5.77,,,,33,7.394,2655,31.727,218,6256,55.904
1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,107,7.841,16135,11747,3034,1354,1.14,6.421,976,11425,8632,2188,605,1.124,6.134,113,7.77,6690,3316,2021,1353,3.301,5.46,962,7866,3971,2670,1225,7.04,8.338,30,5.733,,101,6.297,4067,35.228,981,8298,77.593
1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,,,,,,,,,94,21045,15971,3839,1235,1.5,9.979,,,,,,,,,93,9252,5107,2652,1493,10.011,6.441,,,,,,,,31,5510,46.258
1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,212,24491,16117,7547,827,1.547,19.066,,,,,,,,,206,10214,5126,3477,1611,4.636,9.607,,,,,,,,210,6371,82.143
1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,121,8500,6196,,,0.826,,,,,,,,,,120,8851,4751,2355,1745,12.283,6.358,,,,,,,,60,5534,63.717
1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,,,,,,,,,263,12530,10068,2100,362,1.243,6.357,,,,,,,,,259,11165,5378,3210,2577,8.124,9.39,,,,,,,,272,8421,81.276
1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,,,,,,,,,66,22292,16039,,,1.636,,,,,,,,,,65,12020,5489,4276,2255,6.831,9.508,,,,,,,,67,7155,88.552
1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,,,,,,,,,43,14244,,,,,,,,,,,,,,43,8346,4572,,,8.837,,,,,,,,,43,7662,88.395
1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,,,,,,,,,37,17340,,,,,,,,,,,,,,37,13179,6128,4351,2700,11.243,10.676,,,,,,,,36,10200,99.583
1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,72,8.583,9236,,,,,,734,7277,5527,1249,501,0.688,3.213,82,8.293,4628,2414,949,1265,4.976,3.317,706,5558,2666,1417,1475,7.595,5.744,,,,57,6.649,1785,27.754,341,7018,62.73
1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,179,8.765,9601,6012,2091,1498,0.715,6.33,2006,11318,8079,2849,390,0.876,8.647,192,8.583,4951,2377,1787,787,3.115,5.333,1988,7545,3548,2566,1431,5.45,8.739,76,5.329,,143,6.266,3314,41.678,2060,9534,94.817
1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,75,12366,,,,,,,,,,,,,,73,8943,3577,2771,2595,8.356,6.74,,,,,,,,,,
1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,46,8.239,27700,16570,,,1.587,,312,17051,9239,7017,795,0.885,20.378,50,8.18,7591,3953,2772,866,2.74,7.28,305,9831,4053,4208,1570,4.079,10.728,,,,48,7.333,3187,49.083,307,7858,101.114
1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,147,7166,5151,,,0.653,,,,,,,,,,144,11889,5683,2868,3338,10.264,6.833,,,,,,,,79,6651,72.709
1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,35,9.543,21321,,,,,,358,12713,8836,3398,479,1.087,9.592,37,9.541,12178,6786,2328,3064,5,5.459,356,11018,5000,3162,2856,8.205,8.725,,,,,,,,374,9088,97.102
1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,,,,,,,,,55,25014,14546,,,1.782,,,,,,,,,,55,11594,5486,3881,2227,5.527,12.127,,,,,,,,56,7242,93
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,,,,,,,,,84,11726,7929,,,0.69,,,,,,,,,,84,8949,4199,3506,1244,8.798,10.988,,,,,,,,84,13981,104.131
1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,,,,,,,,,33,12942,,,,,,,,,,,,,,33,10152,5130,2942,2080,8.576,7.848,,,,,,,,34,9760,111.382
1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,30,8.2,12108,,,,,,310,8011,6869,630,512,0.89,1.716,34,7.529,5199,3093,1472,634,5.941,5,298,8020,3889,2330,1801,9.839,6.262,,,,,,,,133,5418,65.519
1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,65,9.077,19651,13814,,,1.108,,684,13403,9462,3446,495,1.208,10.184,70,9,7110,3723,2052,1335,4.286,6.014,678,9690,4778,2934,1978,7.056,9.118,,,,54,7.278,4762,50.333,695,9418,101.119
1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,,,,,,,,,71,21273,15362,4162,1749,1.69,7.718,,,,,,,,,70,11201,5152,2525,3524,10.643,8.7,,,,,,,,,,
1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,,,,,,,,,208,30215,18002,11165,1048,1.663,28.067,,,,,,,,,205,12158,6046,3932,2180,4.927,10.512,,,,,,,,208,7424,105.389
1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,115,11394,9455,,,1.009,,,,,,,,,,113,11138,6559,2218,2361,15.204,7.212,,,,,,,,55,6205,77.909
1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,,,,,,,,,242,14770,10339,3995,436,1.318,11.868,,,,,,,,,241,13917,5886,3931,4100,10.925,10.266,,,,,,,,249,10318,98.578
1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,,,,,,49,26322,13613,,,1.429,,,,,,,,,,49,14353,5679,3160,5514,6.306,10.143,,,,,,,,51,6048,95
1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,34,16412,,,,,,,,,,,,,,34,9253,5133,2632,1488,11.971,12.118,,,,,,,,33,12644,122.606
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,43,8,8610,,,,,,275,6691,5628,633,430,0.527,1.818,46,7.891,7465,4165,2021,1279,4.37,5.978,257,4063,1886,1022,1155,5.751,3.661,,,,,,,,115,5744,46.765
1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,76,7.395,22361,14218,4591,3552,1.342,14.118,762,10860,8228,2054,578,0.736,5.808,85,7.353,5332,3286,1420,626,2.435,3.365,743,5419,2803,1659,957,5.101,6.417,,,,90,6.167,3205,26.744,758,8682,70.603
1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,72,18988,12955,,,1.083,,,,,,,,,,71,9035,4521,2709,1805,5.859,8.986,,,,,,,,71,5804,73.296
1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,43,9946,,,,,,,,,,,,,,42,6960,3381,1830,1749,10.357,3.69,,,,,,,,,,
1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,,,,,,,,,161,7610,5576,,,0.559,,,,,,,,,,159,6809,3350,2055,1404,7.296,7.044,,,,,,,,162,8038,78.241
1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,,,,,,,,,43,13130,,,,,,,,,,,,,,43,6476,3619,1763,1094,7.535,9.814,,,,,,,,44,10163,91.5
1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,139,9141,6974,,,0.727,,,,,,,,,,136,6044,2991,1895,1158,9,4.603,,,,,,,,63,4632,50.492
1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,,,,,,,,,250,11824,8754,2220,850,0.852,6.084,,,,,,,,,246,7549,4032,2253,1264,6.549,6.256,,,,30,6.033,2132,30.1,250,8625,76.832
1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,,,,,,,,,57,19765,13121,,,1.281,,,,,,,,,,57,9260,4301,2511,2448,7.842,9.561,,,,,,,,54,9258,93.833
1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,,,,,,,,,34,17215,,,,,,,,,,,,,,33,10549,4819,4047,1683,13.545,5.939,,,,,,,,,,
1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,,,,,,,,,93,12299,8871,,,0.871,,,,,,,,,,93,10596,4798,2876,2922,8.624,6.43,,,,,,,,95,6970,81.421
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,93,5663,,,,,,,,,,,,,,90,4279,2161,1405,713,6.733,3.944,,,,,,,,42,7116,66.952
1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,,,,,,,,,344,11011,7945,2420,646,0.802,7.709,32,7.313,6605,4983,1114,508,2.313,4.063,340,6829,3658,1849,1322,6.229,6.862,,,,,,,,350,10413,92.494
1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,,,,,,,,,41,28996,17530,,,1.341,,,,,,,,,,41,9529,4913,2558,2058,3.512,10.073,,,,,,,,42,7398,95
1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,68,9412,5929,,,0.647,,,,,,,,,,67,10134,5494,1942,2698,10.388,8.015,,,,,,,,70,8951,91.114
1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,,,,,,,,,86,7737,,,,,,,,,,,,,,85,7627,3849,1552,2226,9.059,4.988,,,,,,,,41,6173,63.659
1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,,,,,,,,,175,12843,9149,,,1.011,,,,,,,,,,174,8946,4572,2090,2284,8.879,7.989,,,,,,,,182,8792,100.016
1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,,,,,,,,,41,25507,17167,,,1.415,,,,,,,,,,40,12213,5670,2716,3827,6.1,7.6,,,,,,,,41,6921,84.22
1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,,,,,,,,,33,6875,,,,,,,,,,,,,,33,10885,4943,2560,3382,16.242,4.606,,,,,,,,,,
1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,,,,,,,,,77,10807,8635,,,0.961,,,,,,,,,,76,12817,7233,1814,3770,14.513,7.303,,,,,,,,81,9866,109.778
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,256,12658,9715,2071,872,1.262,5.055,,,,,,,,,250,7822,3723,2204,1895,6.972,6.636,,,,39,6.641,3015,29.897,136,6567,49.522
1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,78,8.526,21576,16148,4109,1319,1.641,12.436,836,16130,12350,3316,464,1.457,9.252,84,8.381,7386,4220,1902,1264,4.536,6.643,828,8926,4458,3063,1405,6.368,9.612,,,,83,6.988,3391,34.349,829,9199,78.188
1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,,,,,,,,,107,30712,18992,9961,1759,2.056,26.411,,,,,,,,,105,12302,6783,3814,1705,4.638,10.981,,,,,,,,101,7376,86.465
1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,,,,,,,,,66,13160,,,,,,,,,,,,,,65,13537,6957,3852,2728,9.338,9.492,,,,,,,,40,4923,59.475
1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,,,,,,,,,275,21055,15731,4627,697,1.978,13.116,,,,,,,,,273,13884,7147,4146,2591,7.681,11.168,,,,,,,,278,9220,86.856
1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,,,,,,,,,39,27233,19301,,,2.436,,,,,,,,,,37,13306,7578,4314,1414,4.865,12.784,,,,,,,,35,7807,94
1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,,,,,,,,,53,19958,14825,,,1.962,,,,,,,,,,53,9161,5201,2973,987,7.887,10.283,,,,,,,,53,12710,108.547
1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,112,16054,12729,2473,852,1.75,6.045,,,,,,,,,109,9430,5196,2803,1431,11.101,6.945,,,,,,,,53,7112,74.17
1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,39,9.179,15442,,,,,,361,19160,15224,3573,363,2.025,10.886,39,9.077,7727,3995,2554,1178,4.718,8.487,359,11063,5983,3706,1374,7.755,9.657,,,,45,7.578,3452,45.2,355,9480,89.696
1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,,,,,,,,,72,35249,21274,,,2.375,,,,,,,,,,71,14650,7246,4873,2531,5.451,11.211,,,,,,,,67,7551,89.925
1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,,,,,,,,,50,17206,,,,,,,,,,,,,,50,12868,6158,4198,2512,11.3,10.78,,,,,,,,,,
1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,,,,,,,,,184,26601,18687,7066,848,2.435,17.076,,,,,,,,,181,16150,8132,4779,3239,10.729,10.459,,,,,,,,182,10763,93.995
1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,11126,103.633
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,95,14308,12264,,,1.263,,,,,,,,,,88,7236,4002,1516,1718,9.42,6.682,,,,,,,,42,6313,71.476
1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,37,9.243,31701,25358,,,2.027,,360,21816,15869,5421,526,1.658,16.689,40,9.175,10010,5587,2505,1918,3.525,5.3,355,9505,5104,2624,1777,6.346,9.304,,,,,,,,368,10951,102.149
1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,,,,,,,,,63,26974,16724,,,1.571,,,,,,,,,,62,10804,5106,3458,2240,2.806,8.613,,,,,,,,58,7945,116.103
1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,,,,,,,,,30,11624,,,,,,,,,,,,,,30,17702,7660,3462,6580,13.633,7.233,,,,,,,,,,
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,,,,,,,,,134,19563,16501,2100,962,2.082,7.075,,,,,,,,,133,15757,6995,4386,4376,9.406,10.895,,,,,,,,137,12004,107.467
1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,,,,,,,,,93,15301,13169,,,1.839,,,,,,,,,,92,10144,5155,2393,2596,10.543,6.739,,,,,,,,43,7034,74.791
1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,252,27752,21581,5437,734,2.385,17.437,,,,,,,,,250,13426,7180,3757,2489,8.136,12.212,,,,,,,,254,10996,113.106
1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,,,,,,,,,65,39303,26984,,,3.215,,,,,,,,,,62,16619,9340,4445,2834,6.597,11.371,,,,,,,,63,9840,120.286
1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,,,,,,,,,54,16967,,,,,,,,,,,,,,50,14982,7438,2770,4774,18.98,7.84,,,,,,,,31,9452,102.419
1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,,,,,,,,,204,26017,20492,4897,628,2.794,13.735,,,,,,,,,203,18563,9327,3965,5271,14.438,9.842,,,,,,,,209,14580,128.675
1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,82,4.793,14707,11952,1549,1206,0.866,3.732,386,9682,7745,1202,735,0.723,2.85,89,4.843,3406,1885,1169,352,1.876,1.742,355,6856,2870,3053,933,5.806,4.994,,,,52,5.712,1734,12.212,135,5559,44.2
1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,204,6.191,23296,18616,2333,2347,1.103,6.426,923,15302,11871,2314,1117,0.892,6.385,212,6.217,5526,3233,1578,715,2.212,3.656,904,8401,3776,3114,1511,6.355,8.49,30,6.067,,207,5.623,2982,24.435,929,8494,67.1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,46,26497,,,,,,,,,,,,,,43,10327,4980,,,5.628,,,,,,,,,,,
1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,34,6.471,37759,31636,,,2.235,,102,23496,16424,5742,1330,1.363,16.667,35,6.4,10939,6718,3524,697,2.286,7.657,100,10818,4770,4531,1517,5.17,8.09,,,,37,6.081,1975,28.297,99,5490,71.717
1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,31,10415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,,,,,,,,,106,18441,14061,,,1.009,,,,,,,,,,106,10005,5102,3072,1831,9.585,8.047,,,,,,,,107,6212,61.729
1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,81,13877,,,,,,,,,,,,,,80,7595,3726,2168,1701,9.425,9.6,,,,,,,,81,7634,85.642
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,108,20290,17899,1940,451,0.981,5.185,32,5.594,4661,2873,,,1.594,,97,10576,4469,4180,1927,8.918,7.041,,,,,,,,49,5679,56.592
1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,55,6.164,26116,23232,,,1.545,,193,23515,17894,4419,1202,1.399,11.212,56,6.214,9091,4985,3139,967,3.179,4.268,191,13945,6330,6560,1055,5.906,10.073,,,,54,5.648,2998,27.056,206,8261,70.053
1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,,,,,,,,,35,30831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,,,,,,,,,60,25017,18022,,,1.733,,,,,,,,,,59,12225,5693,4858,1674,5.39,8.898,,,,,,,,56,6040,69.964
1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,,,,,,,,,31,21737,,,,,,,,,,,,,,31,11090,5953,3331,1806,6.903,8.29,,,,,,,,30,6087,77.867
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,80,5.738,25569,21973,1443,2153,1.463,3.925,360,12162,9987,1369,806,0.717,2.922,79,5.658,5743,3125,1574,1044,2.835,2.886,339,9781,3626,4509,1646,7.549,7.313,,,,57,5.035,1849,20.842,167,4749,56.329
1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,172,6.529,27742,22024,3282,2436,1.453,9.727,682,16035,12643,2557,835,1.015,7.758,178,6.416,9407,4738,3616,1053,2.36,5.045,668,12186,4931,5338,1917,6.103,10.015,39,4.769,,162,5.395,2842,31.642,712,8756,85.935
1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,46,20791,,,,,,,,,,,,,,45,13917,6442,4346,3129,8.444,6.156,,,,,,,,,,
1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,40,7.225,46633,39369,6147,1117,2.275,17.05,141,30562,19312,9150,2100,1.532,24.113,40,7.225,11212,7029,3099,1084,1.75,6.15,140,16126,6930,6711,2485,4.186,11.786,,,,43,6.14,3071,41.977,136,6044,82.066
1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,,,,,,,,,87,11489,7945,,,0.747,,,,,,,,,,87,12981,4583,4257,4141,8.46,10.402,,,,,,,,90,10666,93.444
1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,,,,,,,,,39,27544,22760,,,1.513,,,,,,,,,,39,10868,5545,3569,1754,11.59,10.564,,,,,,,,40,8121,104.825
1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,57,6.211,25467,21054,,,1.386,,252,12337,10515,1075,747,0.917,2.925,57,6.07,9251,5144,3374,733,3.105,3.842,240,16441,5705,8474,2262,9.092,9.579,,,,35,5.629,1721,20.371,107,5879,64.813
