BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_LT_12,AVE_MO_EN_PA_LT_12,AVE_PA_PAY_PA_LT_12,AVE_IP_PAY_PA_LT_12,AVE_SNF_PAY_PA_LT_12,AVE_OTH_PAY_PA_LT_12,AVE_IP_ADM_PA_LT_12,AVE_SNF_DAYS_PA_LT_12,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_LT_12,AVE_MO_EN_PB_LT_12,AVE_PB_PAY_PB_LT_12,AVE_CA_PAY_PB_LT_12,AVE_OP_PAY_PB_LT_12,AVE_OTH_PAY_PB_LT_12,AVE_CA_VST_PB_LT_12,AVE_OP_VST_PB_LT_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_LT_12,AVE_MO_EN_PC_LT_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_LT_12,AVE_MO_EN_PD_LT_12,AVE_PDE_CST_PD_LT_12,AVE_PDE_PD_LT_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
2,6,1,0,1,1,1,0,1,1,0,1,1,1,1,153,7.039,61626,50355,9147,2124,3.007,26.608,298,55260,36514,15764,2982,3.131,42.406,159,7.057,16391,11766,2109,2516,2.635,4.711,308,20314,11283,3501,5530,6.429,8.669,,,,159,6.786,3485,54.22,292,5642,96.12
2,6,1,0,1,1,1,0,1,1,1,0,0,1,0,101,7.307,43329,29523,9079,4727,2.733,23.851,295,33476,19457,9681,4338,2.146,23.912,101,7.307,11566,7847,1814,1905,7.079,5.277,294,12789,6835,2269,3685,12.119,7.031,,,,73,7.315,2220,40.425,134,4666,75.142
2,6,1,0,1,1,1,0,1,1,1,0,0,1,1,101,7.891,59441,45194,11493,2754,2.941,33.297,270,40638,26806,10891,2941,2.496,29.063,103,7.942,13995,10010,2382,1603,3.262,6.825,287,16594,9419,4186,2989,8.031,9.638,,,,99,7.596,3500,60.515,283,7087,100.735
2,6,1,0,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,64,53096,36454,12002,4640,3.641,28.609,,,,,,,,,64,18996,10409,3479,5108,11.531,6.938,,,,,,,,32,4750,72.719
2,6,1,0,1,1,1,0,1,1,1,0,1,1,1,30,8.067,75658,59053,,,4.1,,59,62003,43327,16200,2476,3.153,43.729,30,8.067,14517,11540,1722,1255,2.6,3.867,61,20399,11903,3118,5378,6.508,8.475,,,,,,,,60,5420,103.1
2,6,1,0,1,1,1,0,1,1,1,1,0,1,0,92,7.717,42414,27619,11156,3639,2.815,28.946,377,37977,23321,10617,4039,2.432,26.427,92,7.717,12621,7634,1665,3322,6.739,5,378,16231,8469,2660,5102,12.952,9.394,,,,44,7.409,2007,42.523,184,4568,80.929
2,6,1,0,1,1,1,0,1,1,1,1,0,1,1,148,7.649,46662,35719,8569,2374,2.777,23.919,470,41781,27409,11849,2523,2.368,31.283,150,7.667,14481,9276,2710,2495,4.48,6.933,488,17563,8789,3694,5080,10.697,10.539,,,,148,7.122,3920,59.331,472,7012,109.339
2,6,1,0,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,87,58558,38023,16453,4082,3.448,41.609,,,,,,,,,87,19549,12366,1917,5266,15.724,7.46,,,,,,,,43,3846,71.605
2,6,1,0,1,1,1,0,1,1,1,1,1,1,1,42,8.952,49711,34792,10671,4248,3.429,30.167,109,62235,44922,15400,1913,3.486,42.083,45,8.778,16037,9861,3062,3114,5.222,7.578,111,22232,12516,3856,5860,7.532,8.667,,,,39,8.205,3765,68.154,115,5971,98.878
2,6,1,0,1,1,1,1,0,0,0,0,0,1,0,188,6.255,30781,18440,8269,4072,1.824,22.207,274,27957,14163,9790,4004,1.723,24.996,188,6.255,6548,4178,1021,1349,2.809,3.649,272,9344,4759,1896,2689,6.971,7.511,,,,107,6.047,1971,32.084,133,4518,76.421
2,6,1,0,1,1,1,1,0,0,0,0,0,1,1,164,7.341,25043,14809,7243,2991,1.488,22.47,274,24717,11125,10076,3516,1.387,29.453,164,7.341,5485,3606,1341,538,0.909,5.421,278,7467,3911,2408,1148,2.989,10.442,,,,159,6.748,2700,47.371,278,5591,96.144
2,6,1,0,1,1,1,1,0,0,0,0,1,1,0,,,,,,,,,54,34159,16878,11199,6082,2.074,29.241,,,,,,,,,53,9612,4812,2126,2674,6.849,8.66,,,,,,,,,,
2,6,1,0,1,1,1,1,0,0,0,0,1,1,1,,,,,,,,,33,38135,18662,,,2.091,,,,,,,,,,34,11011,6370,2722,1919,3.588,10.618,,,,,,,,32,4688,90.094
2,6,1,0,1,1,1,1,0,0,0,1,0,1,0,115,7.078,35623,19726,11191,4706,2.104,32.887,264,28858,13921,11464,3473,1.727,29.364,114,7.044,8475,4738,1441,2296,3.482,4.395,265,12744,5461,2114,5169,7.917,7.8,,,,62,7.016,1940,38.242,150,5550,86.013
2,6,1,0,1,1,1,1,0,0,0,1,0,1,1,122,7.426,25314,14721,8102,2491,1.607,25.951,279,26309,11581,12094,2634,1.358,34.928,122,7.426,6808,4257,1567,984,1.541,5.893,281,9629,4748,2778,2103,3.242,10.381,,,,116,6.828,2544,49.129,272,5971,106.743
2,6,1,0,1,1,1,1,0,0,0,1,1,1,0,,,,,,,,,47,41437,19769,16328,5340,2.83,42.085,,,,,,,,,47,12725,6957,2075,3693,7.426,10.574,,,,,,,,,,
2,6,1,0,1,1,1,1,0,0,0,1,1,1,1,,,,,,,,,49,38483,19249,,,2.245,,,,,,,,,,49,10045,5768,2810,1467,3.224,11,,,,,,,,46,5684,106.283
2,6,1,0,1,1,1,1,0,0,1,0,0,1,0,61,7.262,32964,19073,10932,2959,2.066,27.721,143,31690,15663,9872,6155,1.839,25.895,61,7.262,6316,4445,716,1155,3.787,4.541,143,9251,5043,1798,2410,8.231,6.538,,,,33,7.212,2165,37.909,62,4205,68.387
2,6,1,0,1,1,1,1,0,0,1,0,0,1,1,37,8.27,35432,21213,9936,4283,1.919,29.162,131,27708,12912,12241,2555,1.443,33.038,37,8.27,9625,6115,2578,932,1.757,10.514,132,8658,4564,2467,1627,3.061,8.432,,,,41,7.512,3183,50.463,124,5653,86.056
2,6,1,0,1,1,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,0,1,1,1,1,0,0,1,1,0,1,0,66,7.121,38231,22280,11246,4705,2.455,30.939,217,37902,18576,16677,2649,2.203,43.622,66,7.121,8245,5381,1327,1537,4.788,5.197,219,12290,6373,1964,3953,8.361,8.073,,,,41,7.317,2398,43.268,107,4572,79.636
2,6,1,0,1,1,1,1,0,0,1,1,0,1,1,43,7.93,38903,24357,12688,1858,2.233,36.512,210,32105,14684,15082,2339,1.69,45.29,43,7.93,8135,5395,1400,1340,2.047,5.512,211,9802,5147,3016,1639,3.63,9.583,,,,44,7.432,2641,52.091,200,5418,99.905
2,6,1,0,1,1,1,1,0,0,1,1,1,1,0,,,,,,,,,30,45062,23135,19261,2666,3.067,48.533,,,,,,,,,31,13859,8218,2502,3139,11.806,9.871,,,,,,,,,,
2,6,1,0,1,1,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,0,1,1,1,1,0,1,0,0,0,1,0,422,6.6,38654,24717,9485,4452,2.365,24.787,782,35109,19436,11402,4271,2.198,28.629,423,6.608,9366,6169,1202,1995,3.416,4.182,781,12089,6133,1894,4062,8.284,7.656,,,,216,6.375,1855,39.014,385,4393,78.644
2,6,1,0,1,1,1,1,0,1,0,0,0,1,1,397,7.113,34797,22777,9087,2933,2.003,26.264,730,32527,16265,12298,3964,1.832,34.3,397,7.149,8246,5588,1810,848,1.652,5.544,736,10247,5917,2669,1661,3.75,9.899,38,4.5,,390,6.808,2644,49.749,709,5450,100.695
2,6,1,0,1,1,1,1,0,1,0,0,1,1,0,76,7.421,57600,39411,14060,4129,3.211,34.75,203,48667,26947,15951,5769,2.961,39.414,76,7.421,10878,8208,1155,1515,4.066,4.592,205,14330,8689,2629,3012,9.376,7.532,,,,51,6.98,1684,36.275,98,3915,74.786
2,6,1,0,1,1,1,1,0,1,0,0,1,1,1,80,7.538,43408,29049,12158,2201,2.5,34.888,170,41557,21843,16326,3388,2.435,44.876,82,7.622,11146,7551,2266,1329,2.366,6.244,171,12851,7314,3509,2028,4.281,10.977,,,,81,7.136,2699,47.296,162,5043,98.969
2,6,1,0,1,1,1,1,0,1,0,1,0,1,0,332,7.051,37706,23080,9939,4687,2.449,27.72,863,38687,20549,13392,4746,2.359,33.635,332,7.051,10406,6319,1210,2877,4.012,4.889,867,14815,7098,2155,5562,9.33,8.436,,,,205,6.81,2153,39.849,427,4400,83.323
2,6,1,0,1,1,1,1,0,1,0,1,0,1,1,315,7.698,39269,24994,10290,3985,2.302,28.587,998,34807,17932,14090,2785,2.039,40.003,318,7.651,9828,6404,1857,1567,2.208,5.874,1011,12525,6672,3049,2804,4.674,9.942,,,,323,7.074,2841,52.065,968,5779,106.904
2,6,1,0,1,1,1,1,0,1,0,1,1,1,0,81,7.63,54237,33828,15564,4845,3.444,41.074,211,51648,29483,16887,5278,3.469,42.924,81,7.63,13237,8414,1648,3175,4.864,6.346,212,17738,9416,2599,5723,9.821,9.307,,,,47,7.745,1661,40.404,89,4781,81.82
2,6,1,0,1,1,1,1,0,1,0,1,1,1,1,73,8.178,52358,33960,14737,3661,3.096,39.233,225,47984,25701,18863,3420,2.813,53.684,73,8.192,14681,9477,3123,2081,3.781,7.89,229,15912,8875,4048,2989,4.773,11.467,,,,83,7.687,3016,58.687,204,5814,105.186
2,6,1,0,1,1,1,1,0,1,1,0,0,1,0,128,7.109,44898,28186,11986,4726,2.82,33.25,347,40403,22780,13185,4438,2.464,32.983,129,7.093,10230,6659,1711,1860,4.636,5.589,348,13371,7201,2623,3547,10.095,8.374,,,,69,6.942,2180,39.899,155,4380,80.355
2,6,1,0,1,1,1,1,0,1,1,0,0,1,1,95,7.937,36601,23378,10355,2868,2.347,30.032,269,36740,18902,14988,2850,2.141,43.591,97,7.845,9404,6368,1743,1293,2.196,6.124,268,11256,6778,2983,1495,3.963,11.496,,,,101,7.703,2817,56,247,5785,98.486
2,6,1,0,1,1,1,1,0,1,1,0,1,1,0,32,8.469,51090,30123,17484,3483,3.281,45.938,72,52080,30474,17122,4484,3.25,46.194,32,8.469,12358,8149,2283,1926,6.156,5.969,72,14953,8771,2682,3500,10.514,9.431,,,,,,,,32,4364,76.938
2,6,1,0,1,1,1,1,0,1,1,0,1,1,1,,,,,,,,,50,41733,22324,,,2.38,,,,,,,,,,50,13495,7927,3921,1647,5.04,12.08,,,,,,,,41,5940,111.951
2,6,1,0,1,1,1,1,0,1,1,1,0,1,0,165,7.867,45270,28012,13661,3597,2.933,37.636,599,44191,24547,15788,3856,2.793,41.504,166,7.88,13341,7603,1898,3840,5.163,5.548,602,16727,8312,2839,5576,10.791,9.374,,,,90,7.889,2853,49.389,275,4477,80.709
2,6,1,0,1,1,1,1,0,1,1,1,0,1,1,168,8.155,38828,22702,12304,3822,2.458,35.131,543,37133,19265,14628,3240,2.236,41.663,170,8.159,10651,6672,2493,1486,2.753,8.124,546,13616,7363,3087,3166,5.731,10.2,,,,167,7.281,3157,56.964,500,6296,105.914
2,6,1,0,1,1,1,1,0,1,1,1,1,1,0,39,9.051,54076,31341,17154,5581,3.692,46.051,153,59730,32850,22337,4543,3.431,56.837,40,9.075,16363,9892,2299,4172,6.225,6.775,153,17294,10048,2444,4802,10.627,9.451,,,,,,,,69,5044,71.464
2,6,1,0,1,1,1,1,0,1,1,1,1,1,1,35,8.657,57248,41356,,,3.486,,117,43997,22865,18613,2519,2.658,51.137,35,8.771,13182,9043,2511,1628,3.8,10.914,117,15239,8394,3322,3523,6.581,12.59,,,,31,8.129,3450,67.258,113,5786,103.416
2,6,1,0,1,1,1,1,1,0,0,0,0,1,0,80,6.525,35305,22391,10134,2780,2.25,28.413,159,33281,17922,10847,4512,1.912,27.447,81,6.481,8959,5457,1077,2425,3.58,5.148,159,11671,5669,2605,3397,7.553,8.503,,,,46,6.326,2493,46.739,77,4683,85.883
2,6,1,0,1,1,1,1,1,0,0,0,0,1,1,103,7.058,29217,19004,8698,1515,1.689,28.942,236,28735,15413,10807,2515,1.441,31.424,103,7.087,7348,4674,1398,1276,2.049,6.534,238,9441,5208,2813,1420,2.416,11.261,,,,107,6.766,2983,53.364,223,6536,111.309
2,6,1,0,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,0,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,51,36687,21816,,,1.922,,,,,,,,,,51,13345,8226,3390,1729,3.471,14.392,,,,,,,,52,6554,113.192
2,6,1,0,1,1,1,1,1,0,0,1,0,1,0,37,6.676,44718,29614,10382,4722,2.135,26.676,125,32397,17189,12070,3138,1.816,30.816,36,6.722,9668,5597,1465,2606,3.194,3.278,125,14216,6701,2120,5395,7.104,7.72,,,,,,,,65,4746,90.6
2,6,1,0,1,1,1,1,1,0,0,1,0,1,1,89,7.303,37307,22596,11231,3480,2.011,35.281,237,32072,15583,14093,2396,1.747,41.215,89,7.303,7535,5296,1524,715,1.09,7.045,238,11379,5743,2754,2882,2.962,10.349,,,,85,7.082,3434,64.271,230,6323,110.948
2,6,1,0,1,1,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,0,1,1,1,1,1,0,0,1,1,1,1,,,,,,,,,47,35003,17709,,,2.234,,,,,,,,,,48,12548,6197,3132,3219,2.833,9.583,,,,,,,,50,6450,101.62
2,6,1,0,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,60,30980,14569,10831,5580,1.817,26.283,,,,,,,,,60,11724,5639,1866,4219,7.517,9.05,,,,,,,,,,
2,6,1,0,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,64,38235,17641,16877,3717,2.047,50.828,,,,,,,,,64,11668,5724,2735,3209,4.297,10.234,,,,,,,,57,7027,108.368
2,6,1,0,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,82,38107,18831,15835,3441,2.427,39.793,,,,,,,,,82,17332,7759,3775,5798,9.756,10.244,,,,,,,,37,5208,86.811
2,6,1,0,1,1,1,1,1,0,1,1,0,1,1,33,8.788,33469,20682,10921,1866,1.97,31.788,118,34994,17032,15046,2916,1.915,43.805,33,8.788,7798,5336,,,2.636,,118,12866,6363,3576,2927,4.873,11.593,,,,31,8,3830,64.452,118,6532,112.958
2,6,1,0,1,1,1,1,1,1,0,0,0,1,0,282,6.77,47061,31472,11389,4200,2.862,30.784,603,39456,22514,12281,4661,2.489,31.174,282,6.777,11357,7290,1706,2361,3.67,4.908,605,16048,7642,2696,5710,9.605,8.25,,,,160,6.85,2471,41.488,305,5594,91.062
2,6,1,0,1,1,1,1,1,1,0,0,0,1,1,427,7.197,42706,29266,10529,2911,2.396,31.424,889,38691,22507,13343,2841,2.128,37.672,434,7.21,10997,7625,2079,1293,2.005,5.498,909,13469,7592,3265,2612,4.473,9.933,31,5.161,,419,6.726,3218,58.012,883,6821,120.225
2,6,1,0,1,1,1,1,1,1,0,0,1,1,0,76,7.447,67638,45222,17232,5184,3.947,42,148,54877,33319,17336,4222,3.331,43.703,77,7.429,16134,11522,1555,3057,4.117,6.429,148,17917,10061,2764,5092,9.027,7.081,,,,40,6.925,2337,41.525,63,4679,77.222
2,6,1,0,1,1,1,1,1,1,0,0,1,1,1,110,7.727,61254,43199,14890,3165,3.164,41.691,263,53612,34593,16120,2899,2.92,45.213,114,7.675,16373,11558,3031,1784,2.368,5.158,268,19521,11610,4869,3042,4.205,10.94,,,,113,7.23,3336,58.088,260,7065,119.112
2,6,1,0,1,1,1,1,1,1,0,1,0,1,0,240,7.4,52317,34278,13953,4086,3.167,36.563,642,44621,25527,14604,4490,2.802,37.868,240,7.363,14602,9074,2075,3453,4.475,5.579,643,19020,9361,2896,6763,9.692,8.437,,,,134,7.075,2265,43.373,314,4826,86.162
2,6,1,0,1,1,1,1,1,1,0,1,0,1,1,422,7.557,43840,28432,11785,3623,2.637,34.36,1141,40868,23085,15291,2492,2.436,42.302,425,7.562,12595,8066,2406,2123,2.718,6.007,1161,16951,8680,3579,4692,5.885,10.019,,,,433,7.164,3753,63.023,1107,7151,122.687
2,6,1,0,1,1,1,1,1,1,0,1,1,1,0,65,8.323,64923,44997,15866,4060,4.246,41.215,184,59860,35732,19943,4185,3.853,50.185,65,8.323,18881,12018,2135,4728,5.923,5.938,183,22489,11389,3154,7946,11.809,8.623,,,,36,7.806,2536,53.556,78,4880,86.397
2,6,1,0,1,1,1,1,1,1,0,1,1,1,1,111,7.982,64966,47047,14889,3030,3.414,40.018,320,62451,39329,20874,2248,3.609,56.175,113,7.929,17803,12149,2803,2851,3.15,6.54,329,21624,12806,4116,4702,5.979,9.708,,,,104,7.365,3745,61.356,320,6647,113.447
2,6,1,0,1,1,1,1,1,1,1,0,0,1,0,68,7.353,43456,28219,11290,3947,3.029,28.559,199,46644,26337,15714,4593,2.799,40.276,68,7.353,13244,7093,2159,3992,5.397,6.603,200,15782,8428,2724,4630,12.595,9.365,,,,40,7.65,3426,54.35,88,5318,85.33
2,6,1,0,1,1,1,1,1,1,1,0,0,1,1,87,8,55811,39041,13682,3088,2.701,39.08,266,41043,24830,13588,2625,2.451,39.008,90,7.967,11868,8374,2147,1347,2.389,6.911,271,14415,8527,3357,2531,4.827,11.863,,,,90,7.6,3402,60.667,252,7303,125.004
2,6,1,0,1,1,1,1,1,1,1,0,1,1,0,,,,,,,,,56,56299,34014,17608,4677,3.625,44.429,,,,,,,,,56,18718,10700,2768,5250,11.179,10.25,,,,,,,,,,
2,6,1,0,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,58,53825,31402,,,2.741,,,,,,,,,,61,15090,9452,3556,2082,4.115,12.852,,,,,,,,59,6903,111.085
2,6,1,0,1,1,1,1,1,1,1,1,0,1,0,79,8.063,56259,37327,15510,3422,3.633,40.101,399,48774,28384,15844,4546,3.095,40.857,79,8.063,18327,10534,2850,4943,7.57,6.722,400,20432,10259,3552,6621,11.758,9.24,,,,58,7.483,3055,53.241,181,5223,88.779
2,6,1,0,1,1,1,1,1,1,1,1,0,1,1,149,8.436,51413,34485,12534,4394,3.034,36.47,566,45749,27132,16677,1940,2.723,45.813,149,8.403,14650,9083,2565,3002,4.436,7.933,576,17894,9654,3713,4527,7.977,10.17,,,,155,7.858,4363,66.323,547,7589,121.139
2,6,1,0,1,1,1,1,1,1,1,1,1,1,0,37,9.162,70088,43942,20086,6060,4.027,50.297,97,62121,37057,20343,4721,3.928,53.495,37,9.162,17787,12087,1891,3809,8.892,5.946,97,24315,13255,3432,7628,13.113,9.351,,,,,,,,55,4353,79.2
2,6,1,0,1,1,1,1,1,1,1,1,1,1,1,36,8.722,62088,44062,14967,3059,3.833,40.167,151,65398,41637,20820,2941,3.742,56.583,37,8.784,20182,12676,2196,5310,4.081,6.703,153,22918,12747,4663,5508,8.216,11.32,,,,34,7.971,4037,71.471,147,7242,115.918
2,6,1,1,0,0,0,0,0,0,0,0,0,1,0,371,6.633,16936,7391,2580,6965,0.768,6.636,1705,5823,2480,1281,2062,0.287,3.126,368,6.655,3832,2320,1044,468,2.992,2.878,1704,4607,2695,1259,653,7.806,4.358,40,7.1,44,210,6.271,1254,17.462,822,3250,36.49
2,6,1,1,0,0,0,0,0,0,0,0,0,1,1,182,7.192,13862,3531,2037,8294,0.467,6.511,459,8283,1880,1694,4709,0.242,4.839,184,7.163,2861,1444,1005,412,1.245,3.321,469,4017,2060,1510,447,3.599,5.716,36,6.778,,195,6.374,1291,20.713,473,3649,47.195
2,6,1,1,0,0,0,0,0,0,0,0,1,1,0,39,7.769,20328,8582,,,1,,100,15919,7831,3819,4269,0.88,9.12,39,7.769,4952,2658,1319,975,4.436,4.462,101,5933,3599,1298,1036,8.05,4.703,,,,,,,,54,3711,38
2,6,1,1,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,59,11874,3592,,,0.492,,,,,,,,,,59,4768,2159,1625,984,3.627,5.271,,,,,,,,54,3694,55.5
2,6,1,1,0,0,0,0,0,0,0,1,0,1,0,102,7.029,18279,6609,3403,8267,0.765,7.088,589,6800,2887,2206,1707,0.35,5.385,103,7.049,4729,2441,1049,1239,3.544,2.942,591,6389,3448,1549,1392,9.261,5.086,,,,68,6.809,1381,20.074,273,3184,39.593
2,6,1,1,0,0,0,0,0,0,0,1,0,1,1,58,6.379,12639,5037,,,0.466,,264,7530,2728,1750,3052,0.322,4.758,61,6.295,3339,1616,757,966,0.721,3.164,269,4764,2277,1608,879,4.23,5.706,,,,69,6,1331,25.13,263,4043,54.764
2,6,1,1,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,44,13829,,,,,,,,,,,,,,44,10488,6347,2163,1978,13.068,6.318,,,,,,,,,,
2,6,1,1,0,0,0,0,0,0,1,0,0,1,0,79,7.038,18472,8682,3502,6288,0.949,8.696,761,5505,2616,1516,1373,0.305,3.629,79,7.038,5421,3533,984,904,4.405,3.063,765,5232,3016,1367,849,9.61,5.042,,,,54,7.074,2183,20.259,371,3430,37.226
2,6,1,1,0,0,0,0,0,0,1,0,0,1,1,37,7.622,12560,7644,,,0.622,,169,8142,2883,2981,2278,0.314,7.544,38,7.395,4031,1845,,,2.342,,173,4988,2637,1734,617,5.335,6.087,,,,34,6.559,1688,27.971,173,4040,51.208
2,6,1,1,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,49,12316,7034,,,0.857,,,,,,,,,,50,9022,4971,2477,1574,11.36,5.84,,,,,,,,,,
2,6,1,1,0,0,0,0,0,0,1,1,0,1,0,35,6.829,22049,12796,7453,1800,1.143,19.914,382,9031,4286,3216,1529,0.542,7.801,35,6.829,7090,5417,1086,587,5.171,4.286,385,7138,4018,1918,1202,11.003,5.922,,,,,,,,184,3109,39.043
2,6,1,1,0,0,0,0,0,0,1,1,0,1,1,,,,,,,,,134,10135,2746,4332,3057,0.396,12.53,,,,,,,,,138,6987,3344,2264,1379,6.37,6.819,,,,,,,,127,3780,53.945
2,6,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,37,16495,9176,,,1.189,,,,,,,,,,37,7738,4764,,,10.108,,,,,,,,,,,
2,6,1,1,0,0,0,0,0,1,0,0,0,1,0,121,6.529,17207,8684,2261,6262,0.909,5.86,578,7303,3562,1958,1783,0.446,4.484,121,6.529,5347,3372,1170,805,3.802,2.975,578,6320,3839,1626,855,9.806,5.37,,,,70,6.514,2271,22.943,306,3246,43.448
2,6,1,1,0,0,0,0,0,1,0,0,0,1,1,58,7.534,14939,5622,2763,6554,0.603,8.414,163,9698,2793,1886,5019,0.393,5.656,61,7.59,3584,1886,779,919,1.262,3.131,169,5384,2715,1427,1242,4.799,4.876,,,,61,6.967,1671,27.295,169,4377,56.379
2,6,1,1,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,74,18765,7949,5384,5432,1.108,10.77,,,,,,,,,74,7119,4056,1493,1570,10.392,6.568,,,,,,,,42,3449,45.524
2,6,1,1,0,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,1,0,0,0,0,0,1,0,1,0,1,0,63,6.222,20181,8525,5056,6600,1.048,13.27,275,11072,4922,3273,2877,0.604,7.953,63,6.222,6282,3811,955,1516,4.778,1.778,276,7704,4087,1802,1815,10.996,5.79,,,,31,6.71,1343,20.742,126,3917,50.81
2,6,1,1,0,0,0,0,0,1,0,1,0,1,1,,,,,,,,,97,14250,4483,5189,4578,0.443,14.247,,,,,,,,,101,6865,3278,1831,1756,4.416,6.257,,,,,,,,95,4503,62.326
2,6,1,1,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,37,17472,7653,,,1.135,,,,,,,,,,37,9225,5276,1756,2193,11.703,8.432,,,,,,,,,,
2,6,1,1,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,254,7053,3925,1650,1478,0.52,3.827,,,,,,,,,255,6661,3930,1809,922,11.031,6.4,,,,,,,,135,3589,41.274
2,6,1,1,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,64,8921,,,,,,,,,,,,,,66,5440,3216,1764,460,5.818,6.03,,,,,,,,62,4312,48.065
2,6,1,1,0,0,0,0,0,1,1,0,1,1,0,,,,,,,,,37,12174,,,,,,,,,,,,,,37,9416,5721,2666,1029,15.054,8.324,,,,,,,,,,
2,6,1,1,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,197,13342,6483,4621,2238,0.807,11.03,,,,,,,,,197,8548,4906,1907,1735,12.096,7.122,,,,,,,,87,3745,43.563
2,6,1,1,0,0,0,0,0,1,1,1,0,1,1,,,,,,,,,62,12563,4837,,,0.613,,,,,,,,,,65,8349,4194,2560,1595,8.446,8.523,,,,,,,,61,5178,64
2,6,1,1,0,0,0,0,0,1,1,1,1,1,0,,,,,,,,,31,15958,8751,,,1.194,,,,,,,,,,31,9465,5448,1370,2647,14.323,7.194,,,,,,,,,,
2,6,1,1,0,0,0,0,1,0,0,0,0,1,0,89,5.933,16826,7122,2795,6909,0.865,7.213,396,6961,2869,1420,2672,0.301,3.636,89,5.933,4174,2650,878,646,3.461,2.697,398,5446,3071,1184,1191,8.246,4.857,,,,55,6.327,1273,20.2,192,3935,49.432
2,6,1,1,0,0,0,0,1,0,0,0,0,1,1,51,7.431,11980,4928,,,0.51,,184,8059,2582,1537,3940,0.31,4.005,53,7.453,3567,1759,808,1000,2.34,3.717,186,5481,2563,1613,1305,4.586,6.005,,,,54,6.759,2286,34.167,183,5046,66.76
2,6,1,1,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,33,15796,,,,,,,,,,,,,,33,7621,4532,1896,1193,8.545,7.97,,,,,,,,,,
2,6,1,1,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,147,8598,3928,2037,2633,0.463,5.136,,,,,,,,,147,6960,3761,1584,1615,10.905,5.51,,,,,,,,61,4433,60.59
2,6,1,1,0,0,0,0,1,0,0,1,0,1,1,,,,,,,,,70,10876,3672,2131,5073,0.457,6.343,,,,,,,,,73,6009,2519,1654,1836,5.123,5.74,,,,,,,,73,4742,72.671
2,6,1,1,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,138,6593,3864,1745,984,0.413,3.79,,,,,,,,,138,6403,3887,1592,924,10.594,5.471,,,,,,,,74,4281,44.892
2,6,1,1,0,0,0,0,1,0,1,0,0,1,1,,,,,,,,,38,,,,,,,,,,,,,,,40,4503,2582,1516,405,8.3,5.975,,,,,,,,43,4830,58.465
